 [2536/4689 54:20 < 46:10, 0.78 it/s, Epoch 1.62/3]
Step	Training Loss
1669	2.094300
1670	2.092300
1671	2.126000
1672	2.190000
1673	2.091100
1674	2.100700
1675	2.150000
1676	2.216700
1677	2.003600
1678	2.090200
1679	2.202700
1680	2.142000
1681	2.128300
1682	1.916600
1683	2.064200
1684	2.086000
1685	1.833700
1686	2.150900
1687	2.124100
1688	2.190000
1689	2.149700
1690	2.042200
1691	2.047200
1692	2.280800
1693	2.232500
1694	1.951600
1695	1.974300
1696	1.997200
1697	2.024000
1698	1.968400
1699	2.003900
1700	2.122600
1701	2.119800
1702	1.958200
1703	2.086700
1704	2.129300
1705	2.210100
1706	2.070600
1707	2.175800
1708	1.996000
1709	2.083600
1710	2.271600
1711	2.131500
1712	2.073100
1713	2.187600
1714	2.140600
1715	2.138800
1716	2.131400
1717	1.918700
1718	2.129900
1719	2.168900
1720	1.965100
1721	2.134600
1722	2.105300
1723	2.157800
1724	2.037400
1725	2.102300
1726	2.133800
1727	2.094200
1728	2.097500
1729	2.144400
1730	2.133700
1731	2.171200
1732	2.183800
1733	1.948300
1734	2.110500
1735	2.121800
1736	2.016500
1737	2.344700
1738	2.061800
1739	2.237500
1740	2.173400
1741	2.078900
1742	2.193800
1743	2.027400
1744	2.184700
1745	2.167100
1746	2.096800
1747	1.949100
1748	2.171300
1749	2.108000
1750	2.179900
1751	2.218800
1752	2.073000
1753	2.227900
1754	2.094800
1755	1.983600
1756	2.220300
1757	2.177900
1758	2.109000
1759	2.059000
1760	2.273500
1761	2.071400
1762	2.176600
1763	1.867500
1764	2.236700
1765	2.169100
1766	2.221800
1767	2.205000
1768	2.053500
1769	2.126700
1770	2.223800
1771	2.188600
1772	2.295700
1773	2.029000
1774	2.004500
1775	2.212200
1776	2.121800
1777	2.210800
1778	1.796000
1779	1.925500
1780	2.126900
1781	1.896400
1782	2.146600
1783	2.094100
1784	2.153000
1785	2.118400
1786	2.033000
1787	2.214300
1788	2.282500
1789	2.175800
1790	2.017000
1791	2.121100
1792	2.092000
1793	2.222400
1794	2.101700
1795	2.127500
1796	2.045400
1797	2.348400
1798	2.025700
1799	2.074200
1800	2.116300
1801	2.234300
1802	2.242400
1803	2.200200
1804	2.032800
1805	2.051700
1806	2.090400
1807	2.055900
1808	2.195200
1809	2.136600
1810	2.109000
1811	1.886100
1812	2.016100
1813	2.175100
1814	2.130500
1815	2.260800
1816	2.187200
1817	2.173500
1818	2.065800
1819	2.164600
1820	1.963300
1821	2.121700
1822	2.170700
1823	2.127300
1824	1.985200
1825	2.174600
1826	2.035700
1827	2.266100
1828	2.046700
1829	2.127000
1830	2.135200
1831	2.083400
1832	2.164200
1833	2.081100
1834	1.956600
1835	2.210700
1836	2.167000
1837	2.056900
1838	2.142600
